"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Sales volume Existing properties","Pivotable date"
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1980-03,,quarterly,,1980-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1980-03,,quarterly,,1980-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1980-04,,quarterly,,1980-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1980-04,,quarterly,,1980-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1980-05,,quarterly,,1980-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1980-05,,quarterly,,1980-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1980-06,,quarterly,,1980-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1980-06,,quarterly,,1980-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1980-07,,quarterly,,1980-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1980-07,,quarterly,,1980-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1980-08,,quarterly,,1980-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1980-08,,quarterly,,1980-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1980-09,,quarterly,,1980-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1980-09,,quarterly,,1980-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1980-10,,quarterly,,1980-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1980-10,,quarterly,,1980-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1980-11,,quarterly,,1980-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1980-11,,quarterly,,1980-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1980-12,,quarterly,,1980-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1980-12,,quarterly,,1980-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1981-01,,quarterly,,1981-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1981-01,,quarterly,,1981-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1981-02,,quarterly,,1981-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1981-02,,quarterly,,1981-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1981-03,,quarterly,,1981-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1981-03,,quarterly,,1981-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1981-04,,quarterly,,1981-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1981-04,,quarterly,,1981-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1981-05,,quarterly,,1981-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1981-05,,quarterly,,1981-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1981-06,,quarterly,,1981-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1981-06,,quarterly,,1981-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1981-07,,quarterly,,1981-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1981-07,,quarterly,,1981-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1981-08,,quarterly,,1981-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1981-08,,quarterly,,1981-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1981-09,,quarterly,,1981-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1981-09,,quarterly,,1981-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1981-10,,quarterly,,1981-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1981-10,,quarterly,,1981-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1981-11,,quarterly,,1981-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1981-11,,quarterly,,1981-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1981-12,,quarterly,,1981-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1981-12,,quarterly,,1981-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1982-01,,quarterly,,1982-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1982-01,,quarterly,,1982-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1982-02,,quarterly,,1982-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1982-02,,quarterly,,1982-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1982-03,,quarterly,,1982-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1982-03,,quarterly,,1982-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1982-04,,quarterly,,1982-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1982-04,,quarterly,,1982-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1982-05,,quarterly,,1982-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1982-05,,quarterly,,1982-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1982-06,,quarterly,,1982-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1982-06,,quarterly,,1982-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1982-07,,quarterly,,1982-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1982-07,,quarterly,,1982-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1982-08,,quarterly,,1982-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1982-08,,quarterly,,1982-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1982-09,,quarterly,,1982-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1982-09,,quarterly,,1982-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1982-10,,quarterly,,1982-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1982-10,,quarterly,,1982-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1982-11,,quarterly,,1982-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1982-11,,quarterly,,1982-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1982-12,,quarterly,,1982-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1982-12,,quarterly,,1982-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1983-01,,quarterly,,1983-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1983-01,,quarterly,,1983-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1983-02,,quarterly,,1983-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1983-02,,quarterly,,1983-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1983-03,,quarterly,,1983-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1983-03,,quarterly,,1983-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1983-04,,quarterly,,1983-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1983-04,,quarterly,,1983-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1983-05,,quarterly,,1983-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1983-05,,quarterly,,1983-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1983-06,,quarterly,,1983-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1983-06,,quarterly,,1983-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1983-07,,quarterly,,1983-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1983-07,,quarterly,,1983-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1983-08,,quarterly,,1983-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1983-08,,quarterly,,1983-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1983-09,,quarterly,,1983-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1983-09,,quarterly,,1983-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1983-10,,quarterly,,1983-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1983-10,,quarterly,,1983-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1983-11,,quarterly,,1983-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1983-11,,quarterly,,1983-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1983-12,,quarterly,,1983-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1983-12,,quarterly,,1983-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1984-01,,quarterly,,1984-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1984-01,,quarterly,,1984-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1984-02,,quarterly,,1984-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1984-02,,quarterly,,1984-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1984-03,,quarterly,,1984-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1984-03,,quarterly,,1984-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1984-04,,quarterly,,1984-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1984-04,,quarterly,,1984-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1984-05,,quarterly,,1984-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1984-05,,quarterly,,1984-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1984-06,,quarterly,,1984-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1984-06,,quarterly,,1984-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1984-07,,quarterly,,1984-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1984-07,,quarterly,,1984-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1984-08,,quarterly,,1984-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1984-08,,quarterly,,1984-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1984-09,,quarterly,,1984-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1984-09,,quarterly,,1984-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1984-10,,quarterly,,1984-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1984-10,,quarterly,,1984-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1984-11,,quarterly,,1984-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1984-11,,quarterly,,1984-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1984-12,,quarterly,,1984-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1984-12,,quarterly,,1984-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1985-01,,quarterly,,1985-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1985-01,,quarterly,,1985-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1985-02,,quarterly,,1985-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1985-02,,quarterly,,1985-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1985-03,,quarterly,,1985-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1985-03,,quarterly,,1985-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1985-04,,quarterly,,1985-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1985-04,,quarterly,,1985-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1985-05,,quarterly,,1985-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1985-05,,quarterly,,1985-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1985-06,,quarterly,,1985-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1985-06,,quarterly,,1985-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1985-07,,quarterly,,1985-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1985-07,,quarterly,,1985-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1985-08,,quarterly,,1985-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1985-08,,quarterly,,1985-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1985-09,,quarterly,,1985-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1985-09,,quarterly,,1985-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1985-10,,quarterly,,1985-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1985-10,,quarterly,,1985-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1985-11,,quarterly,,1985-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1985-11,,quarterly,,1985-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1985-12,,quarterly,,1985-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1985-12,,quarterly,,1985-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1986-01,,quarterly,,1986-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1986-01,,quarterly,,1986-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1986-02,,quarterly,,1986-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1986-02,,quarterly,,1986-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1986-03,,quarterly,,1986-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1986-03,,quarterly,,1986-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1986-04,,quarterly,,1986-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1986-04,,quarterly,,1986-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1986-05,,quarterly,,1986-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1986-05,,quarterly,,1986-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1986-06,,quarterly,,1986-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1986-06,,quarterly,,1986-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1986-07,,quarterly,,1986-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1986-07,,quarterly,,1986-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1986-08,,quarterly,,1986-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1986-08,,quarterly,,1986-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1986-09,,quarterly,,1986-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1986-09,,quarterly,,1986-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1986-10,,quarterly,,1986-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1986-10,,quarterly,,1986-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1986-11,,quarterly,,1986-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1986-11,,quarterly,,1986-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1986-12,,quarterly,,1986-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1986-12,,quarterly,,1986-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1987-01,,quarterly,,1987-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1987-01,,quarterly,,1987-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1987-02,,quarterly,,1987-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1987-02,,quarterly,,1987-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1987-03,,quarterly,,1987-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1987-03,,quarterly,,1987-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1987-04,,quarterly,,1987-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1987-04,,quarterly,,1987-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1987-05,,quarterly,,1987-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1987-05,,quarterly,,1987-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1987-06,,quarterly,,1987-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1987-06,,quarterly,,1987-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1987-07,,quarterly,,1987-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1987-07,,quarterly,,1987-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1987-08,,quarterly,,1987-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1987-08,,quarterly,,1987-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1987-09,,quarterly,,1987-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1987-09,,quarterly,,1987-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1987-10,,quarterly,,1987-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1987-10,,quarterly,,1987-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1987-11,,quarterly,,1987-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1987-11,,quarterly,,1987-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1987-12,,quarterly,,1987-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1987-12,,quarterly,,1987-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1988-01,,quarterly,,1988-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1988-01,,quarterly,,1988-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1988-02,,quarterly,,1988-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1988-02,,quarterly,,1988-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1988-03,,quarterly,,1988-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1988-03,,quarterly,,1988-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1988-04,,quarterly,,1988-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1988-04,,quarterly,,1988-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1988-05,,quarterly,,1988-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1988-05,,quarterly,,1988-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1988-06,,quarterly,,1988-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1988-06,,quarterly,,1988-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1988-07,,quarterly,,1988-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1988-07,,quarterly,,1988-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1988-08,,quarterly,,1988-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1988-08,,quarterly,,1988-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1988-09,,quarterly,,1988-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1988-09,,quarterly,,1988-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1988-10,,quarterly,,1988-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1988-10,,quarterly,,1988-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1988-11,,quarterly,,1988-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1988-11,,quarterly,,1988-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1988-12,,quarterly,,1988-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1988-12,,quarterly,,1988-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1989-01,,quarterly,,1989-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1989-01,,quarterly,,1989-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1989-02,,quarterly,,1989-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1989-02,,quarterly,,1989-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1989-03,,quarterly,,1989-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1989-03,,quarterly,,1989-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1989-04,,quarterly,,1989-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1989-04,,quarterly,,1989-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1989-05,,quarterly,,1989-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1989-05,,quarterly,,1989-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1989-06,,quarterly,,1989-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1989-06,,quarterly,,1989-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1989-07,,quarterly,,1989-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1989-07,,quarterly,,1989-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1989-08,,quarterly,,1989-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1989-08,,quarterly,,1989-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1989-09,,quarterly,,1989-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1989-09,,quarterly,,1989-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1989-10,,quarterly,,1989-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1989-10,,quarterly,,1989-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1989-11,,quarterly,,1989-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1989-11,,quarterly,,1989-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1989-12,,quarterly,,1989-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1989-12,,quarterly,,1989-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1990-01,,quarterly,,1990-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1990-01,,quarterly,,1990-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1990-02,,quarterly,,1990-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1990-02,,quarterly,,1990-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1990-03,,quarterly,,1990-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1990-03,,quarterly,,1990-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1990-04,,quarterly,,1990-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1990-04,,quarterly,,1990-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1990-05,,quarterly,,1990-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1990-05,,quarterly,,1990-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1990-06,,quarterly,,1990-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1990-06,,quarterly,,1990-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1990-07,,quarterly,,1990-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1990-07,,quarterly,,1990-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1990-08,,quarterly,,1990-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1990-08,,quarterly,,1990-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1990-09,,quarterly,,1990-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1990-09,,quarterly,,1990-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1990-10,,quarterly,,1990-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1990-10,,quarterly,,1990-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1990-11,,quarterly,,1990-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1990-11,,quarterly,,1990-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1990-12,,quarterly,,1990-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1990-12,,quarterly,,1990-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1991-01,,quarterly,,1991-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1991-01,,quarterly,,1991-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1991-02,,quarterly,,1991-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1991-02,,quarterly,,1991-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1991-03,,quarterly,,1991-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1991-03,,quarterly,,1991-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1991-04,,quarterly,,1991-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1991-04,,quarterly,,1991-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1991-05,,quarterly,,1991-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1991-05,,quarterly,,1991-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1991-06,,quarterly,,1991-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1991-06,,quarterly,,1991-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1991-07,,quarterly,,1991-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1991-07,,quarterly,,1991-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1991-08,,quarterly,,1991-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1991-08,,quarterly,,1991-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1991-09,,quarterly,,1991-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1991-09,,quarterly,,1991-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1991-10,,quarterly,,1991-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1991-10,,quarterly,,1991-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1991-11,,quarterly,,1991-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1991-11,,quarterly,,1991-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1991-12,,quarterly,,1991-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1991-12,,quarterly,,1991-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-01,,quarterly,,1992-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-01,,quarterly,,1992-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-02,,quarterly,,1992-02-01
